Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-04-12T12:32:59.082Z,"""","""",""Free"",""auto"",""No"",""0"",""134991"",""685568"",""3260"",""823819"",""Free"""
"2026-04-12T11:31:23.612Z,"""","""",""Free"",""auto"",""No"",""0"",""1023"",""126464"",""1050"",""128537"",""Free"""
"2026-04-12T11:27:11.189Z,"""","""",""Free"",""auto"",""No"",""0"",""7718"",""491776"",""2976"",""502470"",""Free"""
"2026-04-12T11:26:59.934Z,"""","""",""Aborted, Not Charged"",""auto"",""No"",""0"",""0"",""0"",""0"",""0"",""Free"""
"2026-04-12T11:25:54.837Z,"""","""",""Free"",""auto"",""No"",""0"",""8079"",""339456"",""2715"",""350250"",""Free"""
"2026-04-12T10:57:33.373Z,"""","""",""Free"",""auto"",""No"",""0"",""3228"",""219392"",""251"",""222871"",""Free"""
"2026-04-12T10:51:02.591Z,"""","""",""Free"",""auto"",""No"",""0"",""15284"",""1006848"",""9560"",""1031692"",""Free"""
"2026-04-12T10:47:15.586Z,"""","""",""Free"",""auto"",""No"",""0"",""90535"",""568832"",""1782"",""661149"",""Free"""
"2026-04-12T10:23:33.273Z,"""","""",""Free"",""auto"",""No"",""0"",""87808"",""630272"",""5279"",""723359"",""Free"""
"2026-04-12T09:27:26.315Z,"""","""",""Free"",""auto"",""No"",""0"",""8272"",""319488"",""2535"",""330295"",""Free"""
"2026-04-12T09:25:39.737Z,"""","""",""Free"",""auto"",""No"",""0"",""71853"",""230400"",""1638"",""303891"",""Free"""
"2026-04-12T08:28:15.736Z,"""","""",""Free"",""auto"",""No"",""0"",""3593"",""285696"",""1942"",""291231"",""Free"""
"2026-04-12T07:55:18.131Z,"""","""",""Free"",""auto"",""No"",""0"",""3538"",""134912"",""570"",""139020"",""Free"""
"2026-04-12T07:47:12.904Z,"""","""",""Free"",""auto"",""No"",""0"",""1188"",""65792"",""976"",""67956"",""Free"""
"2026-04-12T07:46:27.258Z,"""","""",""Free"",""auto"",""No"",""0"",""2441"",""63488"",""793"",""66722"",""Free"""
"2026-04-12T07:44:52.898Z,"""","""",""Free"",""auto"",""No"",""0"",""6915"",""114176"",""2201"",""123292"",""Free"""
"2026-04-12T07:43:54.338Z,"""","""",""Free"",""auto"",""No"",""0"",""3748"",""164096"",""1560"",""169404"",""Free"""
"2026-04-12T07:42:49.220Z,"""","""",""Free"",""auto"",""No"",""0"",""4063"",""206592"",""1418"",""212073"",""Free"""
"2026-04-12T07:41:31.095Z,"""","""",""Free"",""auto"",""No"",""0"",""90400"",""291328"",""5312"",""387040"",""Free"""
"2026-04-12T07:40:32.983Z,"""","""",""Free"",""auto"",""No"",""0"",""38058"",""88320"",""1566"",""127944"",""Free"""
"2026-04-11T09:17:06.523Z,"""","""",""Free"",""auto"",""No"",""0"",""5209"",""50176"",""1382"",""56767"",""Free"""
"2026-04-11T09:12:22.661Z,"""","""",""Free"",""auto"",""No"",""0"",""8249"",""220928"",""3835"",""233012"",""Free"""
"2026-04-11T08:59:57.713Z,"""","""",""Free"",""auto"",""No"",""0"",""2177"",""29440"",""1165"",""32782"",""Free"""
"2026-04-11T08:52:43.953Z,"""","""",""Free"",""auto"",""No"",""0"",""21168"",""132864"",""2847"",""156879"",""Free"""
"2026-04-11T08:51:42.528Z,"""","""",""Free"",""auto"",""No"",""0"",""35813"",""5888"",""73"",""41774"",""Free"""
"2026-04-11T08:50:35.095Z,"""","""",""Free"",""auto"",""No"",""0"",""6602"",""111872"",""2171"",""120645"",""Free"""
"2026-04-11T08:48:08.701Z,"""","""",""Free"",""auto"",""No"",""0"",""30106"",""115456"",""2279"",""147841"",""Free"""
"2026-04-11T08:19:50.244Z,"""","""",""Free"",""auto"",""No"",""0"",""59388"",""601600"",""5732"",""666720"",""Free"""
"2026-04-11T08:19:27.942Z,"""","""",""Aborted, Not Charged"",""auto"",""No"",""0"",""0"",""0"",""0"",""0"",""Free"""
"2026-04-11T08:15:37.407Z,"""","""",""Free"",""auto"",""No"",""0"",""912"",""179712"",""174"",""180798"",""Free"""
"2026-04-11T08:12:10.028Z,"""","""",""Free"",""auto"",""No"",""0"",""8634"",""857600"",""2386"",""868620"",""Free"""
"2026-04-11T08:11:15.853Z,"""","""",""Free"",""auto"",""No"",""0"",""77378"",""241408"",""1320"",""320106"",""Free"""
"2026-04-11T08:02:12.003Z,"""","""",""Free"",""auto"",""No"",""0"",""2335"",""144896"",""1762"",""148993"",""Free"""
"2026-04-11T07:59:08.845Z,"""","""",""Free"",""auto"",""No"",""0"",""16154"",""790784"",""4824"",""811762"",""Free"""
"2026-04-11T07:58:04.990Z,"""","""",""Free"",""auto"",""No"",""0"",""1831"",""171520"",""749"",""174100"",""Free"""
"2026-04-11T07:50:09.576Z,"""","""",""Free"",""auto"",""No"",""0"",""0"",""0"",""0"",""0"",""Free"""
"2026-04-11T07:48:33.045Z,"""","""",""Free"",""auto"",""No"",""0"",""13903"",""252928"",""7752"",""274583"",""Free"""
"2026-04-11T07:48:18.310Z,"""","""",""Free"",""auto"",""No"",""0"",""515"",""61696"",""506"",""62717"",""Free"""
"2026-04-11T07:39:39.915Z,"""","""",""Free"",""auto"",""No"",""0"",""25268"",""182272"",""4454"",""211994"",""Free"""
"2026-04-11T07:33:58.513Z,"""","""",""Free"",""auto"",""No"",""0"",""55001"",""1067776"",""8408"",""1131185"",""Free"""
"2026-04-11T07:32:03.956Z,"""","""",""Free"",""auto"",""No"",""0"",""31975"",""314368"",""4548"",""350891"",""Free"""
"2026-04-11T07:24:27.401Z,"""","""",""Free"",""auto"",""No"",""0"",""3925"",""400384"",""2043"",""406352"",""Free"""
"2026-04-11T07:20:27.348Z,"""","""",""Free"",""auto"",""No"",""0"",""9519"",""1929216"",""2722"",""1941457"",""Free"""
"2026-04-11T07:18:59.091Z,"""","""",""Free"",""auto"",""No"",""0"",""119086"",""5376"",""921"",""125383"",""Free"""
"2026-04-11T07:15:06.292Z,"""","""",""Free"",""auto"",""No"",""0"",""2089"",""141312"",""482"",""143883"",""Free"""
"2026-04-11T07:04:27.776Z,"""","""",""Free"",""auto"",""No"",""0"",""33218"",""193280"",""7389"",""233887"",""Free"""
"2026-04-11T07:03:55.841Z,"""","""",""Aborted, Not Charged"",""auto"",""No"",""0"",""0"",""0"",""0"",""0"",""Free"""
"2026-04-10T19:39:21.696Z,"""","""",""Free"",""auto"",""No"",""0"",""756"",""123136"",""217"",""124109"",""Free"""
"2026-04-10T19:36:04.788Z,"""","""",""Free"",""auto"",""No"",""0"",""5601"",""726528"",""2086"",""734215"",""Free"""
"2026-04-10T19:29:44.834Z,"""","""",""Free"",""auto"",""No"",""0"",""13888"",""1025536"",""9172"",""1048596"",""Free"""
"2026-04-10T19:27:19.948Z,"""","""",""Free"",""auto"",""No"",""0"",""2728"",""102656"",""1127"",""106511"",""Free"""
"2026-04-10T19:18:00.135Z,"""","""",""Free"",""auto"",""No"",""0"",""112341"",""1686528"",""7748"",""1806617"",""Free"""
"2026-04-10T19:12:56.835Z,"""","""",""Free"",""auto"",""No"",""0"",""5894"",""150528"",""2303"",""158725"",""Free"""
"2026-04-10T19:04:20.222Z,"""","""",""Free"",""auto"",""No"",""0"",""15056"",""603392"",""4187"",""622635"",""Free"""
"2026-04-10T19:02:39.659Z,"""","""",""Free"",""auto"",""No"",""0"",""4876"",""55552"",""1799"",""62227"",""Free"""
"2026-04-10T18:58:00.713Z,"""","""",""Free"",""auto"",""No"",""0"",""5623"",""322048"",""914"",""328585"",""Free"""
"2026-04-10T18:55:42.503Z,"""","""",""Free"",""auto"",""No"",""0"",""52349"",""444416"",""7095"",""503860"",""Free"""
"2026-04-10T18:53:56.702Z,"""","""",""Free"",""auto"",""No"",""0"",""8568"",""162560"",""2384"",""173512"",""Free"""
"2026-04-10T18:52:45.734Z,"""","""",""Free"",""auto"",""No"",""0"",""3042"",""25600"",""1968"",""30610"",""Free"""
"2026-04-10T18:52:20.428Z,"""","""",""Free"",""auto"",""No"",""0"",""19904"",""25856"",""484"",""46244"",""Free"""
"2026-04-10T18:50:23.978Z,"""","""",""Free"",""auto"",""No"",""0"",""1048"",""130048"",""1331"",""132427"",""Free"""
"2026-04-10T18:44:27.020Z,"""","""",""Free"",""auto"",""No"",""0"",""13755"",""1123072"",""7592"",""1144419"",""Free"""
"2026-04-10T18:41:00.918Z,"""","""",""Free"",""auto"",""No"",""0"",""744"",""116736"",""555"",""118035"",""Free"""
"2026-04-10T18:37:51.334Z,"""","""",""Free"",""auto"",""No"",""0"",""4819"",""573184"",""2376"",""580379"",""Free"""
"2026-04-10T18:32:51.140Z,"""","""",""Free"",""auto"",""No"",""0"",""21494"",""1167872"",""9553"",""1198919"",""Free"""
"2026-04-10T18:29:41.993Z,"""","""",""Free"",""auto"",""No"",""0"",""1057"",""91136"",""621"",""92814"",""Free"""
"2026-04-10T18:27:36.007Z,"""","""",""Free"",""auto"",""No"",""0"",""1248"",""90112"",""595"",""91955"",""Free"""
"2026-04-10T18:26:11.970Z,"""","""",""Free"",""agent_review"",""No"",""11979"",""3"",""0"",""9"",""11991"",""Free"""
"2026-04-10T18:24:58.198Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""7430"",""700928"",""3092"",""711450"",""0.20"""
"2026-04-10T18:23:55.418Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""383"",""83968"",""960"",""85311"",""0.03"""
"2026-04-10T18:22:43.427Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""4838"",""159744"",""701"",""165283"",""0.05"""
"2026-04-10T18:15:24.186Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""24670"",""1233408"",""12899"",""1270977"",""0.42"""
"2026-04-10T18:12:53.633Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""13566"",""360704"",""4030"",""378300"",""0.13"""
"2026-04-10T18:11:30.491Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""1940"",""52992"",""1317"",""56249"",""0.02"""
"2026-04-10T18:09:23.125Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""9859"",""187648"",""2403"",""199910"",""0.07"""
"2026-04-10T18:06:34.063Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""36180"",""307200"",""4421"",""347801"",""0.15"""
"2026-04-10T18:01:31.840Z,"""","""",""On-Demand"",""agent_review"",""No"",""12925"",""7"",""19271"",""5145"",""37348"",""0.22"""
"2026-04-10T18:00:51.609Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""619"",""230400"",""86"",""231105"",""0.06"""
"2026-04-10T18:00:47.837Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""4069"",""207360"",""1211"",""212640"",""0.06"""
"2026-04-10T17:59:48.291Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""1415"",""228608"",""331"",""230354"",""0.06"""
"2026-04-10T17:56:47.536Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""14706"",""746240"",""7074"",""768020"",""0.25"""
"2026-04-10T17:56:04.778Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""363"",""99840"",""1436"",""101639"",""0.03"""
"2026-04-10T17:55:31.258Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""2163"",""196608"",""254"",""199025"",""0.05"""
"2026-04-10T17:53:08.670Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""12258"",""840448"",""3503"",""856209"",""0.25"""
"2026-04-10T17:52:17.834Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""32540"",""293632"",""7580"",""333752"",""0.16"""
"2026-04-10T17:50:28.057Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""19951"",""634624"",""5192"",""659767"",""0.21"""
"2026-04-10T17:35:48.822Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""1293"",""143360"",""248"",""144901"",""0.04"""
"2026-04-10T17:35:20.885Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""64500"",""77824"",""515"",""142839"",""0.10"""
"2026-04-10T17:32:46.957Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""63484"",""649472"",""5686"",""718642"",""0.28"""
"2026-04-10T17:27:37.874Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""48929"",""432384"",""6871"",""488184"",""0.21"""
"2026-04-10T17:21:01.130Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""162264"",""981248"",""4393"",""1147905"",""0.47"""
"2026-04-10T17:14:52.716Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""392"",""156416"",""265"",""157073"",""0.04"""
"2026-04-10T17:13:37.124Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""865"",""155648"",""153"",""156666"",""0.04"""
"2026-04-10T17:03:29.156Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""26795"",""2845952"",""11906"",""2884653"",""0.82"""
"2026-04-10T17:02:10.668Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""4394"",""262400"",""220"",""267014"",""0.07"""
"2026-04-10T16:51:16.640Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""28632"",""1299200"",""11127"",""1338959"",""0.43"""
"2026-04-10T16:48:11.114Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""98413"",""5376"",""456"",""104245"",""0.13"""
"2026-04-10T15:46:16.153Z,"""","""",""On-Demand"",""agent_review"",""No"",""20712"",""10"",""79979"",""7212"",""107913"",""0.35"""
"2026-04-10T15:44:35.904Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""83257"",""785920"",""5433"",""874610"",""0.33"""
"2026-04-10T15:42:54.664Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""10757"",""412160"",""5837"",""428754"",""0.15"""
"2026-04-10T15:40:55.606Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""8237"",""439040"",""3240"",""450517"",""0.14"""
"2026-04-10T15:34:40.960Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""10685"",""320512"",""2650"",""333847"",""0.11"""
"2026-04-10T15:32:58.580Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""54593"",""178432"",""4273"",""237298"",""0.14"""
"2026-04-10T15:31:29.080Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""4140"",""47360"",""2282"",""53782"",""0.03"""
"2026-04-10T15:29:40.699Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""41091"",""366336"",""4441"",""411868"",""0.17"""
"2026-04-10T15:29:33.026Z,"""","""",""Aborted, Not Charged"",""auto"",""No"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2026-04-10T15:25:54.918Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""12205"",""5376"",""135"",""17716"",""0.02"""
"2026-04-10T15:21:07.744Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""3650"",""270336"",""2346"",""276332"",""0.09"""
"2026-04-10T15:17:08.500Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""128955"",""7424"",""1097"",""137476"",""0.17"""
"2026-04-10T15:15:25.122Z,"""","""",""On-Demand"",""agent_review"",""No"",""30293"",""11"",""119322"",""8734"",""158360"",""0.47"""
"2026-04-10T15:13:47.083Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""6493"",""1320448"",""2429"",""1329370"",""0.35"""
"2026-04-10T15:10:49.430Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""123712"",""620032"",""5955"",""749699"",""0.35"""
"2026-04-10T15:09:30.077Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""222243"",""459008"",""2680"",""683931"",""0.41"""
"2026-04-10T15:07:14.817Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""2319"",""210432"",""1406"",""214157"",""0.06"""
"2026-04-10T14:54:55.375Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""9756"",""294656"",""1735"",""306147"",""0.10"""
"2026-04-10T14:52:17.215Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""15905"",""520448"",""3391"",""539744"",""0.17"""
"2026-04-10T14:42:04.082Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""1581"",""78336"",""964"",""80881"",""0.03"""
"2026-04-10T14:40:15.079Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""3590"",""230400"",""1653"",""235643"",""0.07"""
"2026-04-10T14:37:29.506Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""8120"",""276736"",""2829"",""287685"",""0.10"""
"2026-04-10T14:29:49.920Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""65415"",""144384"",""475"",""210274"",""0.12"""
"2026-04-10T14:29:32.560Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""53296"",""86016"",""294"",""139606"",""0.09"""
"2026-04-10T14:27:10.967Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""29566"",""133888"",""2001"",""165455"",""0.08"""
"2026-04-10T14:22:47.225Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""23037"",""867584"",""6774"",""897395"",""0.29"""
"2026-04-10T14:18:41.717Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""46432"",""535040"",""4475"",""585947"",""0.22"""
"2026-04-10T12:43:18.338Z,"""","""",""On-Demand"",""agent_review"",""No"",""34715"",""13"",""179426"",""16870"",""231024"",""0.73"""
"2026-04-10T12:42:45.613Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""3138"",""457728"",""632"",""461498"",""0.12"""
"2026-04-10T12:38:44.211Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""84514"",""1510144"",""13968"",""1608626"",""0.57"""
"2026-04-10T12:35:37.391Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""2074"",""51712"",""1328"",""55114"",""0.02"""
"2026-04-10T12:20:55.808Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""11302"",""129792"",""2198"",""143292"",""0.06"""
"2026-04-10T12:18:40.444Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""11941"",""176384"",""3263"",""191588"",""0.08"""
"2026-04-10T12:11:11.575Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""25129"",""73472"",""3390"",""101991"",""0.07"""
"2026-04-10T12:11:11.096Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""46371"",""227328"",""7020"",""280719"",""0.16"""
"2026-04-10T11:10:58.842Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""25059"",""196352"",""2410"",""223821"",""0.09"""
"2026-04-10T10:57:22.963Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""1100"",""81408"",""167"",""82675"",""0.02"""
"2026-04-10T10:55:56.191Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""11691"",""252160"",""4006"",""267857"",""0.10"""
"2026-04-10T10:55:48.650Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2026-04-10T10:54:42.382Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""26380"",""7680"",""903"",""34963"",""0.04"""
"2026-04-10T10:48:50.318Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""12530"",""930560"",""5692"",""948782"",""0.28"""
"2026-04-10T10:46:10.975Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""573"",""97280"",""113"",""97966"",""0.03"""
"2026-04-10T10:36:41.645Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""25225"",""1359616"",""11251"",""1396092"",""0.44"""
"2026-04-10T10:32:54.259Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""2346"",""29184"",""2005"",""33535"",""0.02"""
"2026-04-10T10:30:38.929Z,"""","""",""On-Demand"",""agent_review"",""No"",""25447"",""10"",""88117"",""7422"",""120996"",""0.39"""
"2026-04-10T10:30:19.955Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""2102"",""113408"",""607"",""116117"",""0.03"""
"2026-04-10T10:22:07.600Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""20880"",""140288"",""4602"",""165770"",""0.09"""
"2026-04-10T10:17:40.185Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""136381"",""230400"",""1767"",""368548"",""0.24"""
"2026-04-10T10:01:14.842Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""5143"",""424960"",""1959"",""432062"",""0.12"""
"2026-04-10T09:50:19.847Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""474"",""67584"",""304"",""68362"",""0.02"""
"2026-04-10T09:49:38.099Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""303"",""67456"",""383"",""68142"",""0.02"""
"2026-04-10T09:48:18.501Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""60897"",""6656"",""91"",""67644"",""0.08"""
"2026-04-10T09:42:30.361Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""25074"",""133888"",""1545"",""160507"",""0.07"""
"2026-04-10T08:46:36.765Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""2836"",""687488"",""338"",""690662"",""0.18"""
"2026-04-10T08:40:43.575Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""168899"",""1179776"",""1511"",""1350186"",""0.52"""
"2026-04-10T08:27:25.448Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""160493"",""168576"",""905"",""329974"",""0.25"""
"2026-04-10T08:24:12.019Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""1037"",""160768"",""296"",""162101"",""0.04"""
"2026-04-10T08:23:13.556Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""472"",""160640"",""698"",""161810"",""0.04"""
"2026-04-10T08:22:14.955Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""775"",""159488"",""741"",""161004"",""0.05"""
"2026-04-10T08:20:22.125Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""158296"",""1536"",""397"",""160229"",""0.20"""
"2026-04-10T08:16:55.724Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""174800"",""536064"",""3024"",""713888"",""0.37"""
"2026-04-10T08:08:55.565Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""176146"",""2560"",""3622"",""182328"",""0.24"""
"2026-04-10T08:05:09.721Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""4556"",""144512"",""528"",""149596"",""0.04"""
"2026-04-10T08:00:10.395Z,"""","""",""On-Demand"",""agent_review"",""No"",""25802"",""7"",""30442"",""4735"",""60986"",""0.29"""
"2026-04-10T07:58:59.899Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""14253"",""1015296"",""1865"",""1031414"",""0.28"""
"2026-04-10T07:57:23.309Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""14744"",""402816"",""2401"",""419961"",""0.13"""
"2026-04-10T07:52:43.465Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""11822"",""517376"",""1354"",""530552"",""0.15"""
"2026-04-10T07:51:09.453Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""12440"",""880896"",""2869"",""896205"",""0.25"""
"2026-04-10T07:49:23.228Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""6630"",""232320"",""1172"",""240122"",""0.07"""
"2026-04-10T07:47:52.966Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""112365"",""236544"",""1976"",""350885"",""0.21"""
"2026-04-10T07:46:34.972Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""104252"",""7680"",""1163"",""113095"",""0.14"""
"2026-04-10T07:42:48.179Z,"""","""",""On-Demand"",""agent_review"",""No"",""49650"",""15"",""284974"",""26602"",""361241"",""1.12"""
"2026-04-10T07:42:16.398Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""125331"",""395520"",""541"",""521392"",""0.26"""
"2026-04-10T07:39:40.808Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""23910"",""1735264"",""12414"",""1771588"",""0.54"""
"2026-04-10T07:36:44.778Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""99140"",""926144"",""8812"",""1034096"",""0.41"""
"2026-04-10T07:32:54.391Z,"""","""",""On-Demand"",""agent_review"",""No"",""80749"",""13"",""436479"",""27467"",""544708"",""1.41"""
"2026-04-10T07:32:32.164Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""75944"",""324128"",""999"",""401071"",""0.18"""
"2026-04-10T07:28:01.476Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""69704"",""1329664"",""8265"",""1407633"",""0.47"""
"2026-04-10T07:27:30.083Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""39354"",""87936"",""3834"",""131124"",""0.09"""
"2026-04-10T07:20:50.182Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""17200"",""156992"",""6418"",""180610"",""0.10"""
"2026-04-10T07:19:30.120Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""183"",""146432"",""2464"",""149079"",""0.05"""
"2026-04-10T07:17:29.809Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""13052"",""949536"",""5890"",""968478"",""0.29"""
"2026-04-10T07:16:00.639Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""44682"",""885856"",""7012"",""937550"",""0.32"""
"2026-04-10T07:13:38.923Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""127960"",""636864"",""5368"",""770192"",""0.35"""
"2026-04-10T07:09:49.513Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""20425"",""1153024"",""6727"",""1180176"",""0.35"""
"2026-04-10T07:06:19.879Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""20059"",""192512"",""592"",""213163"",""0.08"""
"2026-04-10T07:03:14.297Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""103300"",""112128"",""461"",""215889"",""0.16"""
"2026-04-10T07:01:32.242Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""48656"",""360224"",""12767"",""421647"",""0.23"""
"2026-04-10T06:58:09.072Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""101792"",""5408"",""137"",""107337"",""0.13"""
"2026-04-10T06:57:15.216Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""31957"",""437760"",""10984"",""480701"",""0.22"""
"2026-04-10T06:51:32.393Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2026-04-10T06:51:20.122Z,"""","""",""On-Demand"",""agent_review"",""No"",""153813"",""13"",""1162716"",""11669"",""1328211"",""1.83"""
"2026-04-10T06:49:58.746Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""2588"",""514560"",""1138"",""518286"",""0.14"""
"2026-04-10T06:49:57.130Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""1316"",""530944"",""518"",""532778"",""0.14"""
"2026-04-10T06:49:43.271Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""267"",""127744"",""121"",""128132"",""0.03"""
"2026-04-10T06:48:58.811Z,"""","""",""Aborted, Not Charged"",""auto"",""No"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2026-04-10T06:48:11.063Z,"""","""",""On-Demand"",""agent_review"",""No"",""0"",""0"",""0"",""0"",""0"",""0.00"""
"2026-04-10T06:46:26.704Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""6770"",""825344"",""1328"",""833442"",""0.22"""
"2026-04-10T06:42:54.394Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""22128"",""1364992"",""6427"",""1393547"",""0.41"""
"2026-04-10T06:42:30.244Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""46289"",""2912512"",""16278"",""2975079"",""0.88"""
"2026-04-10T06:36:45.591Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""13745"",""574976"",""6578"",""595299"",""0.20"""
"2026-04-10T06:36:30.968Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""76302"",""745728"",""7989"",""830019"",""0.33"""
"2026-04-10T06:34:12.739Z,"""","""",""On-Demand"",""auto"",""No"",""0"",""57660"",""5888"",""682"",""64230"",""0.08"""
